rest_id,avg_rating,no_of_rating,user_id,user_rating
1.4313665577827896e+18,1.4,7619,1.577969828238952e+19,4
8.044978517339884e+18,2.4,6870,1.6484417615680457e+19,0
7.309304844395762e+18,3.7,3351,5.398139320159587e+18,4
1.3556450690491632e+19,1.5,1061,1.1148617712365617e+19,1
1.2045471354913638e+19,4.2,3291,1.5463160591109542e+19,0
4.0086988313256443e+18,1.7,2272,3.119004961164054e+18,1
7.752714072429775e+18,2.9,1870,5.066965511273857e+18,4
1.6952601728214815e+18,3.1,8204,9.412280519920601e+18,3
2.9664077166623194e+17,1.5,3765,1.8002027654633181e+19,3
5.231291293664039e+18,4.0,7321,7.635396661974156e+18,2
1.4208888613136978e+19,3.3,3271,5.672635240414465e+18,3
4.4690118931914614e+18,2.3,4931,1.6055933091473279e+19,3
4.2496564152569216e+18,2.0,9196,3.4567772953846074e+17,0
3.4010600465966223e+18,3.2,1404,1.6055933091473279e+19,3
8.034142832457239e+18,2.9,252,1.5116870719382897e+19,2
1.220937496852957e+19,4.0,7387,7.230439920485856e+17,3
7.77334832071798e+18,2.3,1509,8.246419189534377e+18,2
6.399785993034026e+18,2.8,793,9.412280519920601e+18,4
2.454569095344115e+18,4.9,1018,1.3878824213093503e+19,3
1.0449785146079793e+19,4.3,2589,1.0886693472590381e+19,1
4.285112671692801e+18,3.0,7102,3.2746490519003514e+17,0
6.402589148259303e+18,1.2,3784,4.948654592146622e+18,0
4.2496564152569216e+18,2.3,933,1.6484417615680457e+19,4
1.8329308318331587e+19,4.4,5797,8.464610048055394e+18,3
5.597114453166084e+18,1.7,400,1.3484659323072192e+18,1
4.658218361001427e+18,2.6,1362,9.412280519920601e+18,0
1.5320262699224814e+19,4.1,7508,3.0143044749114276e+18,1
7.624972552093894e+17,4.5,2035,9.96886401146849e+18,0
3.937663072155683e+18,1.5,788,2.6453470276506286e+18,1
1.102745649807932e+19,3.6,9298,3.0143044749114276e+18,2
5.379740826659231e+17,1.6,9443,1.5309922501570873e+19,4
1.2891993417255438e+19,1.9,5536,3.3319853619249997e+18,4
1.1455657793308019e+19,4.9,7837,1.7174811930000638e+19,4
1.5849379636784845e+18,3.9,8830,1.2032187551678024e+19,4
5.633768739594979e+18,3.8,2755,1.5116870719382897e+19,0
1.0498677299288166e+19,4.6,1354,1.4375286883568206e+19,2
1.4313665577827896e+18,3.7,922,9.96886401146849e+18,0
4.954079022524943e+18,2.6,940,5.672635240414465e+18,2
1.3521128223070636e+19,5.0,5490,9.412280519920601e+18,2
5.507709901916097e+18,4.8,5395,3.2746490519003514e+17,2
1.4565917539339092e+19,1.8,2960,7.217513652859127e+18,2
9.534045073003794e+18,2.2,1267,9.092786557005681e+18,3
4.988129944556555e+18,2.3,1425,1.3878824213093503e+19,2
1.119356379961002e+19,4.8,4795,8.482904604301149e+18,0
6.645726730068445e+18,1.3,1491,4.616512536838098e+18,0
5.507709901916097e+18,1.0,6920,1.7111692053314486e+19,0
1.7775224242406836e+19,2.4,6861,2.6453470276506286e+18,0
1.3772492544700096e+18,3.2,3104,3.2746490519003514e+17,3
1.5624476304215394e+19,4.7,5708,7.116614986317909e+18,1
9.504797872273705e+18,4.7,7230,2.6052395084709407e+18,3
1.6459651245508282e+19,4.4,4532,8.113304503428993e+18,3
7.498573841729276e+18,4.4,6585,4.4965766735030707e+18,3
1.3772492544700096e+18,4.8,1347,1.0591057600338874e+19,1
4.2062960055046804e+18,3.1,4201,9.319067932787624e+18,1
2.5703239818471194e+18,1.9,9051,1.068547395550539e+19,2
1.220937496852957e+19,1.8,4941,1.7953348012272798e+19,1
9.020888848865774e+18,2.0,4888,1.0768694252333713e+19,3
1.7604987521050954e+19,1.3,2757,9.96886401146849e+18,2
1.718391946737204e+19,4.5,7821,1.0768694252333713e+19,0
1.822955125681883e+19,4.3,4318,1.5116870719382897e+19,2
1.137945262984864e+19,4.3,358,7.111430747023782e+17,3
1.137945262984864e+19,2.1,3893,1.2032187551678024e+19,3
9.810578933517142e+18,2.9,1168,7.942623193031658e+18,2
9.115380182757429e+18,3.7,5046,3.8290866547866074e+17,0
8.636431864268803e+18,3.4,9264,1.5463160591109542e+19,3
1.6888691596802083e+19,1.3,4003,6.816937772746822e+18,0
1.503606889230718e+19,4.6,4030,1.7660636371957137e+19,2
3.937663072155683e+18,4.6,6235,1.0714478852779493e+19,2
1.6179352917770783e+19,1.2,5223,1.4964059945673314e+19,3
1.6888691596802083e+19,1.1,5229,4.3485436049814523e+18,2
1.752447489463368e+19,4.0,3961,7.230439920485856e+17,0
9.178342749143715e+18,2.5,7018,2.30922273827339e+18,0
1.3967274242545605e+18,1.8,8248,8.246419189534377e+18,1
1.4612606734561333e+19,3.6,6504,1.5050312560816767e+19,0
9.50607157048805e+18,4.1,1420,1.0952338289285284e+19,3
1.2045471354913638e+19,2.0,9070,2.6052395084709407e+18,1
4.512079256465919e+18,2.1,5088,1.5302372492858053e+19,4
7.752714072429775e+18,3.5,260,8.427234096326724e+18,1
4.285112671692801e+18,4.4,4690,8.482904604301149e+18,0
1.2617632511487658e+19,1.0,9156,1.549336616575764e+19,2
6.7101137502566e+18,4.9,1497,8.464610048055394e+18,3
1.3772492544700096e+18,2.7,4928,1.213432308552442e+19,0
6.7101137502566e+18,3.7,4362,1.549336616575764e+19,2
1.4671941772478597e+19,2.3,6612,5.38557281725727e+17,0
1.6045480604436679e+19,3.1,6596,5.904533670630737e+18,4
1.3405018392038492e+19,4.5,5945,5.571399765845625e+18,1
1.106761006093489e+19,3.4,9426,2.381618184978977e+18,4
1.8110570845625012e+19,3.7,7695,3.3996271492867205e+18,2
1.6652115949733497e+19,3.8,6314,2.30922273827339e+18,4
1.3772823386825247e+19,2.6,1568,9.412280519920601e+18,4
3.937663072155683e+18,1.9,3061,4.0839188801976586e+18,0
2.2306516744106312e+18,3.8,7827,9.412280519920601e+18,3
1.3827459299664675e+19,4.8,8581,6.538094110062561e+18,2
8.36691021114057e+18,3.9,3640,1.577969828238952e+19,2
1.718391946737204e+19,1.1,7289,1.2820362320861282e+19,1
8.034142832457239e+18,4.5,2602,1.6345863059163271e+19,1
2.306021359936816e+18,4.6,5819,1.0768694252333713e+19,2
1.3967274242545605e+18,1.5,5089,2.381618184978977e+18,0
1.6737038467419886e+19,3.0,4977,3.039483940415557e+18,3
4.357322634715287e+18,3.8,9194,1.1148617712365617e+19,1
1.0449785146079793e+19,1.0,1600,1.6274293598973741e+19,2
9.821762720401213e+18,4.4,6437,4.948654592146622e+18,2
1.4222466331021953e+19,2.2,3310,9.319067932787624e+18,2
5.440105256768324e+18,1.6,6858,1.213432308552442e+19,2
1.1074291158043218e+19,3.2,9267,1.512433449996952e+19,3
1.060403646823172e+19,4.1,2625,1.676874278305355e+19,0
3.7569825866877046e+18,3.7,5415,1.6055933091473279e+19,2
9.504797872273705e+18,4.6,5476,1.4964059945673314e+19,4
1.5793525619858555e+19,4.5,6074,9.092786557005681e+18,2
1.0498677299288166e+19,3.4,9744,1.6690943610036765e+19,2
1.5172339994245087e+19,4.9,7615,1.213432308552442e+19,0
8.597731549253092e+18,4.6,5405,9.319067932787624e+18,4
5.990485371102253e+18,1.8,6395,1.577969828238952e+19,3
4.2496564152569216e+18,3.7,9373,6.538094110062561e+18,0
9.987628093758031e+17,2.4,9621,8.246419189534377e+18,1
9.010020572552383e+18,4.5,7257,5.398139320159587e+18,4
2.5187924811993093e+18,2.6,7331,2.6052395084709407e+18,3
9.008187090343183e+18,4.1,1171,7.942623193031658e+18,4
5.705987079968343e+18,1.4,7194,1.6842925686014495e+19,3
1.2025347558508155e+19,1.4,1804,1.5309922501570873e+19,1
1.7693252784123693e+19,3.3,4092,9.092786557005681e+18,3
1.5802066858131673e+19,2.4,3119,3.119004961164054e+18,3
8.636431864268803e+18,3.7,9805,1.4141217855907383e+19,0
7.624972552093894e+17,1.1,6163,1.4964059945673314e+19,0
1.0323885779231654e+19,2.8,7449,9.319067932787624e+18,4
9.387748837458727e+18,4.3,8380,8.261784591830173e+18,2
1.110272881738654e+19,4.5,6111,1.7111692053314486e+19,1
1.3790091326471487e+19,2.7,3520,1.676874278305355e+19,2
8.045557043467666e+18,3.8,7531,9.507229105303079e+18,4
1.7775224242406836e+19,4.5,7778,2.381618184978977e+18,1
1.775054609111871e+19,4.3,2130,1.7111692053314486e+19,3
1.1468934761404383e+19,2.6,8342,2.7973455834534564e+18,2
1.106761006093489e+19,2.6,9336,8.464610048055394e+18,2
1.058694063200582e+19,1.5,9712,3.119004961164054e+18,3
3.6741275991422577e+18,1.8,6022,1.8002027654633181e+19,0
3.844762871021519e+18,1.7,576,1.0777704607573625e+19,1
9.987628093758031e+17,1.9,7455,3.918185649761305e+18,0
6.319268558952874e+18,2.2,2727,1.8002027654633181e+19,1
4.205629709019467e+18,2.5,2215,1.6274293598973741e+19,1
1.137945262984864e+19,3.5,4412,7.116614986317909e+18,0
7.309304844395762e+18,4.5,232,8.427234096326724e+18,1
5.575514930226939e+18,3.3,4826,1.3453480392098073e+19,0
1.141455751405557e+19,2.8,1176,1.2820362320861282e+19,4
1.4833855249308884e+18,2.9,9014,4.4965766735030707e+18,3
6.285361226687596e+18,3.0,5566,2.381618184978977e+18,1
3.52447281671381e+18,2.3,3471,1.5302372492858053e+19,3
1.3556450690491632e+19,3.5,3562,1.5309922501570873e+19,4
1.220937496852957e+19,2.5,3796,2.6453470276506286e+18,4
1.6045480604436679e+19,2.4,9040,1.3878824213093503e+19,2
1.099912587855143e+19,1.9,8169,4.948654592146622e+18,4
1.2114276116627933e+19,4.2,7043,1.724485440983907e+19,3
1.02573742033157e+19,3.4,8647,1.3484659323072192e+18,2
1.6045480604436679e+19,2.6,3430,6.816937772746822e+18,4
1.3827459299664675e+19,3.5,7668,1.724485440983907e+19,3
5.234272474682836e+18,3.7,4856,2.6453470276506286e+18,0
1.220937496852957e+19,4.6,9259,1.1148617712365617e+19,4
1.6714796437409386e+19,1.8,1250,4.3485436049814523e+18,4
1.2667789164304222e+19,1.9,2516,1.033954131508142e+19,4
1.220937496852957e+19,1.7,6300,7.635396661974156e+18,0
3.6741275991422577e+18,4.0,7900,8.113304503428993e+18,1
1.648645374834562e+19,4.6,3070,9.092786557005681e+18,1
4.2501049163205356e+18,1.7,6554,9.412280519920601e+18,3
1.2891993417255438e+19,1.6,1800,1.3484659323072192e+18,2
7.636418252547868e+17,2.8,4913,1.0591057600338874e+19,3
1.8437180867141454e+19,1.8,5496,2.7973455834534564e+18,0
1.1396372043449321e+19,3.3,5944,2.433429615151695e+18,1
1.0350335103062985e+19,1.5,5325,1.1255526171930313e+18,2
5.105756015886943e+18,3.6,3022,1.1148617712365617e+19,3
1.7587275218890148e+19,2.3,2785,6.628780713183364e+18,0
9.173122168348691e+18,1.5,8498,6.816937772746822e+18,2
1.3830779765906297e+19,2.0,6211,3.2746490519003514e+17,3
1.854877418847883e+18,2.1,3816,1.724485440983907e+19,1
2.959178013559639e+18,1.1,7902,3.2746490519003514e+17,0
1.6824832692554715e+19,3.7,652,1.6345863059163271e+19,2
4.4690118931914614e+18,2.4,6469,1.033954131508142e+19,1
9.001954912560762e+18,4.3,3906,1.8336539050895755e+19,0
1.8838381414817638e+18,3.6,967,3.4567772953846074e+17,4
1.4512529912588618e+19,3.4,6157,1.676874278305355e+19,0
6.645726730068445e+18,1.8,3963,8.893532915377128e+18,2
9.693912159311383e+18,2.0,7270,4.0839188801976586e+18,0
5.231291293664039e+18,1.1,7859,6.538094110062561e+18,2
1.6045480604436679e+19,3.1,2309,3.039483940415557e+18,4
1.4381004962533755e+19,4.3,2912,4.3485436049814523e+18,4
1.4565917539339092e+19,2.9,8455,1.6484417615680457e+19,0
6.600718494630746e+17,2.9,6120,5.398139320159587e+18,3
3.52447281671381e+18,3.6,8683,1.4698628003806726e+19,1
2.5703239818471194e+18,1.1,581,3.3319853619249997e+18,3
1.8666886389669946e+17,2.4,284,7.259819386284754e+18,2
5.009617646615416e+18,2.1,8993,1.724485440983907e+19,2
6.03103557893769e+17,2.0,8574,1.577969828238952e+19,2
5.633768739594979e+18,1.6,9029,3.8290866547866074e+17,2
5.379740826659231e+17,3.2,9412,1.4326403370353185e+19,4
5.575514930226939e+18,3.4,7186,1.1255526171930313e+18,1
1.119356379961002e+19,1.9,9615,8.482904604301149e+18,3
2.0012218282642166e+18,3.7,3965,1.6345863059163271e+19,0
2.9402244880937303e+18,2.2,2605,1.5463160591109542e+19,3
9.50607157048805e+18,1.8,6930,3.039483940415557e+18,2
4.2501049163205356e+18,2.1,2697,1.4698628003806726e+19,3
1.3790091326471487e+19,2.6,353,3.3319853619249997e+18,0
8.855695798482545e+17,1.9,1927,1.0886693472590381e+19,3
7.561833274262966e+18,2.5,2342,3.3319853619249997e+18,2
3.416998220266753e+18,1.2,8045,1.3484659323072192e+18,0
7.320034107306495e+18,2.0,5843,7.111430747023782e+17,4
1.3521128223070636e+19,3.2,7037,1.4326403370353185e+19,2
8.855695798482545e+17,2.9,8521,6.538094110062561e+18,2
6.285361226687596e+18,4.4,6612,1.4375286883568206e+19,1
4.969630048159747e+18,1.6,1512,8.464610048055394e+18,2
7.130617793679477e+18,2.7,1184,3.2746490519003514e+17,1
9.205570879215518e+18,3.5,8316,1.676874278305355e+19,3
1.3928882582184542e+19,2.9,4780,1.3453480392098073e+19,4
2.037660792409772e+18,4.4,5393,1.0591057600338874e+19,2
1.2105333403475984e+19,4.0,2691,1.7174811930000638e+19,0
1.1473828457564754e+19,1.2,8164,4.948654592146622e+18,4
1.3995525576961376e+19,2.6,1242,1.0714478852779493e+19,2
1.6737038467419886e+19,2.1,1149,8.113304503428993e+18,0
8.044978517339884e+18,2.2,6553,1.549336616575764e+19,4
1.110272881738654e+19,3.4,7625,2.6052395084709407e+18,0
7.309304844395762e+18,2.9,465,7.116614986317909e+18,2
8.393997236453854e+18,1.9,4050,3.4567772953846074e+17,0
2.6865399301005164e+18,2.4,2384,1.5309922501570873e+19,2
1.1667445703537805e+19,3.1,8138,1.4141217855907383e+19,2
3.702627346622859e+18,4.4,9119,1.4326403370353185e+19,2
9.987628093758031e+17,1.6,3258,8.893532915377128e+18,4
1.174331356673378e+19,1.0,138,1.5050312560816767e+19,1
1.2063229541765143e+18,1.8,7553,5.904533670630737e+18,4
9.821762720401213e+18,1.1,8500,9.96886401146849e+18,0
2.446501869233522e+18,2.2,3177,5.904533670630737e+18,3
1.8437180867141454e+19,3.7,7453,2.6453470276506286e+18,3
4.0086988313256443e+18,4.1,3140,5.066965511273857e+18,0
1.4171917124414423e+19,1.8,5339,1.3490305753653087e+18,0
1.274272738727148e+19,3.7,1358,3.119004961164054e+18,3
8.005674265699108e+18,1.7,1569,6.628780713183364e+18,3
9.504797872273705e+18,2.8,3416,3.4567772953846074e+17,4
3.4010600465966223e+18,2.9,4921,7.116614986317909e+18,0
5.990485371102253e+18,2.1,2870,9.96886401146849e+18,1
2.037660792409772e+18,3.3,4793,1.6690943610036765e+19,1
8.597731549253092e+18,1.2,1835,1.5116870719382897e+19,0
2.3504739101282964e+18,1.4,2869,1.549336616575764e+19,2
8.387847229023341e+18,3.6,8732,8.246419189534377e+18,2
2.370117771187146e+18,4.9,8231,2.381618184978977e+18,4
4.906309238189149e+18,5.0,6637,1.5186060600820124e+19,0
3.7198151841826253e+18,4.9,1734,1.213432308552442e+19,4
8.665712324928556e+18,1.1,4727,2.381618184978977e+18,3
5.231291293664039e+18,3.6,5577,4.3485436049814523e+18,4
1.598126695888888e+19,2.2,5814,7.259819386284754e+18,3
1.0947486007044817e+19,3.3,4414,1.2820362320861282e+19,0
1.4300973925088053e+19,2.5,7028,1.6690943610036765e+19,2
3.6048872504078013e+18,2.5,5095,1.7111692053314486e+19,1
1.8207867080141263e+19,4.5,487,8.113304503428993e+18,2
9.534045073003794e+18,3.8,7360,9.507229105303079e+18,1
1.6652115949733497e+19,4.3,2573,1.3484659323072192e+18,0
1.6584503449024874e+19,2.6,2874,1.0768694252333713e+19,2
1.6824832692554715e+19,1.2,6287,9.412280519920601e+18,4
1.8110570845625012e+19,2.9,1685,7.643608260430941e+18,0
1.622170118524766e+19,1.3,4417,3.3996271492867205e+18,3
1.6737038467419886e+19,1.8,9187,1.068547395550539e+19,1
1.2989917220269935e+19,4.0,5463,2.7973455834534564e+18,3
1.8329308318331587e+19,1.3,6183,1.5050312560816767e+19,2
1.4349195282841124e+18,2.7,1110,1.3484659323072192e+18,0
3.330916661964262e+18,4.8,5529,6.628780713183364e+18,2
1.4671945593452184e+19,2.5,5094,1.213432308552442e+19,2
1.0323885779231654e+19,3.4,8879,1.0777704607573625e+19,2
1.4833855249308884e+18,4.6,7270,2.6453470276506286e+18,1
4.954211177593983e+18,2.4,9545,1.270611923898442e+19,0
1.9067091269878584e+18,4.4,3377,1.6690943610036765e+19,2
5.031544924061844e+18,2.2,7149,9.412280519920601e+18,4
1.3288471892010357e+19,2.1,9841,1.0886693472590381e+19,0
3.842493209299405e+18,3.1,5873,1.0952338289285284e+19,3
1.3405018392038492e+19,2.6,348,1.512433449996952e+19,2
1.141455751405557e+19,5.0,7753,1.7660636371957137e+19,0
3.937663072155683e+18,2.6,797,1.4326403370353185e+19,4
9.534045073003794e+18,1.6,5699,7.116614986317909e+18,4
9.504797872273705e+18,4.9,9457,6.628780713183364e+18,3
9.504797872273705e+18,3.2,4793,9.325329741360679e+18,0
5.231291293664039e+18,1.9,8661,8.464610048055394e+18,1
6.11112651107122e+18,3.4,4559,1.5463160591109542e+19,3
7.624972552093894e+17,2.6,1153,5.066965511273857e+18,1
9.205570879215518e+18,3.1,2305,9.412280519920601e+18,4
1.7286297326408338e+18,3.2,4264,1.5050312560816767e+19,0
4.079318915331672e+18,2.2,2258,8.482904604301149e+18,3
1.3160821168180906e+19,1.2,344,3.039483940415557e+18,4
1.5143872835091778e+19,1.4,8229,5.398139320159587e+18,4
5.327611613759881e+18,4.8,2853,2.6052395084709407e+18,4
4.641710452934659e+18,2.5,6528,3.119004961164054e+18,1
1.5624476304215394e+19,3.6,8094,9.96886401146849e+18,2
1.02573742033157e+19,2.3,658,8.482904604301149e+18,2
9.046007582991468e+18,3.8,7289,2.7973455834534564e+18,1
1.6888691596802083e+19,1.6,5049,9.092786557005681e+18,1
1.286889369873929e+19,1.4,2853,1.0952338289285284e+19,1
6.833489879552641e+18,4.0,4947,1.1255526171930313e+18,4
1.5172339994245087e+19,1.2,6263,1.7174811930000638e+19,3
4.954079022524943e+18,4.0,2841,1.577969828238952e+19,3
1.6584503449024874e+19,5.0,9241,7.643608260430941e+18,4
9.020888848865774e+18,2.3,2497,8.482904604301149e+18,2
5.460329523405956e+17,2.9,8370,9.507229105303079e+18,1
2.446501869233522e+18,3.2,4955,3.2746490519003514e+17,1
1.110272881738654e+19,2.5,2886,3.039483940415557e+18,3
1.4368464564390664e+18,1.6,6337,1.1148617712365617e+19,2
1.1643908914742313e+19,4.4,3877,9.319067932787624e+18,1
1.115059708759227e+19,2.7,4880,1.512433449996952e+19,2
4.969630048159747e+18,5.0,8624,1.6345863059163271e+19,2
1.0323885779231654e+19,3.2,6180,7.116614986317909e+18,0
1.1387526486003081e+18,4.6,3198,8.113304503428993e+18,3
9.843108106183397e+18,2.4,5988,1.6842925686014495e+19,1
1.5951982417283205e+19,3.8,3327,1.6055933091473279e+19,2
1.5802066858131673e+19,1.5,1662,2.433429615151695e+18,3
5.105756015886943e+18,3.6,2314,1.0591057600338874e+19,0
1.02573742033157e+19,3.6,5241,1.6345863059163271e+19,2
1.180384699986564e+19,1.4,8385,1.5463160591109542e+19,1
1.2105333403475984e+19,2.7,3792,7.259819386284754e+18,1
8.387847229023341e+18,3.5,4531,1.4141217855907383e+19,1
3.842493209299405e+18,2.7,1945,8.113304503428993e+18,4
3.7048204093758694e+18,3.5,5079,8.464610048055394e+18,2
1.529439458953444e+19,2.9,8813,4.4965766735030707e+18,1
1.5793525619858555e+19,1.9,7606,1.7660636371957137e+19,4
6.964047305190098e+18,1.1,2170,1.724485440983907e+19,4
1.106761006093489e+19,4.2,6052,1.724485440983907e+19,0
4.205629709019467e+18,4.0,1354,1.6274293598973741e+19,1
6.412915952695725e+18,4.2,7816,9.319067932787624e+18,0
2.0970802321952773e+18,4.6,3930,3.918185649761305e+18,1
1.3060311839275895e+19,1.5,5116,9.092786557005681e+18,2
7.320034107306495e+18,4.1,3259,1.5116870719382897e+19,4
2.786905009887138e+18,4.8,2162,1.7111692053314486e+19,2
1.3968110003288164e+19,3.2,9168,1.5463160591109542e+19,0
5.597114453166084e+18,2.4,3651,1.6274293598973741e+19,3
1.0886025621364296e+19,1.9,7242,1.6842925686014495e+19,3
3.4010600465966223e+18,2.2,4604,4.948654592146622e+18,3
8.690657555133319e+18,5.0,8541,1.5309922501570873e+19,0
1.2325135228998994e+19,3.6,7907,1.4375286883568206e+19,3
1.7587275218890148e+19,3.2,3876,1.4141217855907383e+19,1
7.934305928352318e+18,1.5,2406,1.6690943610036765e+19,3
6.870208512513327e+17,3.7,1742,7.259819386284754e+18,0
1.4349195282841124e+18,1.9,736,1.5050312560816767e+19,4
5.105756015886943e+18,1.1,1458,8.246419189534377e+18,0
3.416998220266753e+18,2.3,9759,1.3484659323072192e+18,1
1.099912587855143e+19,4.4,6660,4.616512536838098e+18,4
1.6269152514595768e+19,3.0,8879,1.1148617712365617e+19,4
1.4705382474519106e+19,3.7,3103,1.0886693472590381e+19,1
6.645726730068445e+18,3.3,5700,5.571399765845625e+18,3
1.6177195112473907e+19,4.3,6752,7.259819386284754e+18,2
1.7604987521050954e+19,1.6,3053,1.5116870719382897e+19,1
2.9664077166623194e+17,2.4,5478,1.2820362320861282e+19,3
1.2891993417255438e+19,4.0,5906,1.577969828238952e+19,1
4.3907447990333793e+18,4.8,1090,1.4698628003806726e+19,1
1.110272881738654e+19,1.5,692,2.433429615151695e+18,3
9.010020572552383e+18,3.9,1373,9.092786557005681e+18,1
3.702627346622859e+18,4.0,8744,1.512433449996952e+19,0
8.658169203781812e+18,2.4,3761,4.4965766735030707e+18,1
9.843108106183397e+18,3.8,5066,7.259819386284754e+18,2
1.797956153047399e+19,3.9,7773,1.549336616575764e+19,1
2.441371421302804e+18,3.3,5089,2.381618184978977e+18,2
6.11112651107122e+18,3.5,3316,7.116614986317909e+18,4
1.6239109102600276e+19,1.9,3313,1.7953348012272798e+19,4
7.088829752731779e+18,1.7,1137,1.6690943610036765e+19,2
1.6824832692554715e+19,3.5,3257,2.2815760460764022e+17,1
4.950746800081687e+18,4.4,8970,1.2032187551678024e+19,0
1.5172339994245087e+19,1.1,7071,2.381618184978977e+18,0
1.5624476304215394e+19,3.3,4232,5.066965511273857e+18,4
5.009617646615416e+18,4.8,1661,1.4375286883568206e+19,1
5.031544924061844e+18,3.0,7841,1.1255526171930313e+18,3
4.2496564152569216e+18,1.0,2414,1.5050312560816767e+19,1
1.8207867080141263e+19,1.2,7008,3.0143044749114276e+18,1
9.25346217476917e+18,2.1,8542,1.1148617712365617e+19,3
1.2325135228998994e+19,4.6,152,5.118511053483427e+18,2
6.833489879552641e+18,3.2,5777,4.4965766735030707e+18,2
6.815196406503983e+18,3.9,3737,2.7973455834534564e+18,0
8.638928052862405e+18,5.0,4758,1.2820362320861282e+19,0
8.586253806867139e+18,2.3,2344,6.538094110062561e+18,1
6.014909273736657e+17,3.1,9334,1.6484417615680457e+19,1
3.702627346622859e+18,1.6,8900,1.724485440983907e+19,0
9.865769081549375e+18,3.9,948,1.549336616575764e+19,1
4.034551762200448e+18,3.7,555,1.0886693472590381e+19,1
1.119356379961002e+19,1.0,7799,3.3996271492867205e+18,0
1.0168587975276382e+19,4.2,1158,7.111430747023782e+17,1
5.597114453166084e+18,1.0,5780,1.4326403370353185e+19,0
1.0323885779231654e+19,4.3,7839,9.325329741360679e+18,2
3.7198151841826253e+18,3.4,1116,9.507229105303079e+18,4
1.4671941772478597e+19,3.8,9512,1.0591057600338874e+19,2
1.4313665577827896e+18,3.1,3337,1.3878824213093503e+19,2
4.720521475528282e+18,1.7,9004,6.628780713183364e+18,4
8.044978517339884e+18,2.8,402,1.1148617712365617e+19,3
8.204552484723312e+18,2.8,7511,8.482904604301149e+18,2
1.6888691596802083e+19,3.5,8501,1.7111692053314486e+19,0
3.229792970325837e+18,2.0,8907,1.3490305753653087e+18,2
7.561833274262966e+18,1.2,9995,9.96886401146849e+18,3
4.969630048159747e+18,1.2,2532,8.482904604301149e+18,2
9.008187090343183e+18,3.3,507,3.4567772953846074e+17,0
1.3521128223070636e+19,3.8,1963,1.7174811930000638e+19,1
6.412915952695725e+18,1.6,9066,1.4698628003806726e+19,0
4.512079256465919e+18,4.9,9110,4.0839188801976586e+18,3
6.167722927146943e+18,3.6,3116,1.7953348012272798e+19,0
5.12683334203823e+18,4.4,8265,2.2815760460764022e+17,2
3.6741275991422577e+18,4.6,7843,1.512433449996952e+19,4
2.454569095344115e+18,4.8,6043,5.066965511273857e+18,1
6.851864162998699e+18,1.4,8085,1.270611923898442e+19,0
9.270228624729e+18,1.6,5850,6.816937772746822e+18,2
5.423799938437776e+17,2.9,8528,1.068547395550539e+19,0
1.4222466331021953e+19,2.6,7356,1.5116870719382897e+19,2
4.969630048159747e+18,2.9,8077,3.2746490519003514e+17,0
1.106761006093489e+19,3.2,5940,1.4698628003806726e+19,3
1.3968110003288164e+19,2.7,7933,5.066965511273857e+18,2
1.624097513701214e+19,1.6,5825,9.092786557005681e+18,0
1.4573121377498744e+18,1.2,2161,1.549336616575764e+19,1
7.844080527590707e+18,1.5,512,5.571399765845625e+18,4
9.020888848865774e+18,1.7,5238,7.230439920485856e+17,0
5.009617646615416e+18,2.1,1347,6.628780713183364e+18,1
1.5598037065687255e+19,2.9,645,2.7973455834534564e+18,0
1.6714796437409386e+19,4.3,5238,5.38557281725727e+17,1
1.1903168147990202e+19,2.7,2107,3.8290866547866074e+17,2
1.7495079545476633e+19,1.8,797,2.6453470276506286e+18,3
1.1643908914742313e+19,1.3,9768,3.3996271492867205e+18,4
6.586335012417063e+18,1.0,9648,8.427234096326724e+18,4
9.810578933517142e+18,1.3,6079,8.113304503428993e+18,4
1.797956153047399e+19,4.3,1686,1.270611923898442e+19,0
1.2045471354913638e+19,2.5,2363,1.8002027654633181e+19,1
1.1844473083154418e+19,3.6,7162,7.635396661974156e+18,4
4.034551762200448e+18,3.9,8829,7.116614986317909e+18,0
1.4512529912588618e+19,3.0,6730,5.066965511273857e+18,3
5.231291293664039e+18,3.3,276,6.538094110062561e+18,4
7.561833274262966e+18,4.1,1368,1.4964059945673314e+19,3
9.387748837458727e+18,2.3,746,1.2032187551678024e+19,0
6.03103557893769e+17,1.2,9913,1.7174811930000638e+19,2
4.6084580268525686e+18,1.2,2516,4.4965766735030707e+18,1
9.504797872273705e+18,1.8,4693,1.724485440983907e+19,3
9.25346217476917e+18,3.6,9308,1.7111692053314486e+19,1
6.213818175938448e+18,4.2,5130,1.5116870719382897e+19,4
9.873241359979532e+18,2.5,2672,8.482904604301149e+18,3
1.3995525576961376e+19,4.4,5961,1.2820362320861282e+19,2
1.2891993417255438e+19,3.8,2035,7.635396661974156e+18,1
1.7412572334502466e+19,3.8,1861,1.1148617712365617e+19,2
1.6888691596802083e+19,2.1,2886,1.5050312560816767e+19,0
5.3723432221286784e+17,2.7,8949,5.571399765845625e+18,4
1.3827459299664675e+19,4.4,8303,1.6345863059163271e+19,2
1.1468934761404383e+19,4.6,9699,8.427234096326724e+18,4
1.010023611704012e+19,2.2,6081,1.7111692053314486e+19,0
5.597114453166084e+18,1.7,872,3.2746490519003514e+17,3
1.7587275218890148e+19,3.0,7098,1.0591057600338874e+19,1
5.031544924061844e+18,1.1,423,3.3319853619249997e+18,4
